gene,chromosome,start,end,band,length,type
CYCSP43,chrX,68705186,68705495,Xq,309,pseudogene
CTNND2,chr5,10971952,11904155,5p,932203,protein-coding
OFD1,chrX,13752832,13787480,Xp,34648,protein-coding
CKMT2-AS1,chr5,80499903,80597379,5q,97476,ncRNA
HOXA-AS3,chr7,27169596,27195542,7p,25946,ncRNA
MTRNR2L8,chr11,10529434,10530723,11p,1289,pseudogene
TCEB1P14,chrY,20949636,20949966,Yq,330,NA
RNU6-654P,chr11,108876244,108876350,11q,106,pseudogene
RNU1-44P,chr4,147501200,147501362,4q,162,pseudogene
RN7SL359P,chr2,233514559,233514845,2q,286,pseudogene
RNA5SP375,chr12,123767463,123767581,12q,118,pseudogene
RNA5SP349,chr11,108991605,108991713,11q,108,pseudogene
SPN,chr16,29674300,29682187,16p,7887,protein-coding
RPS27P29,chr19,23780143,23780394,19p,251,pseudogene
PRYP6,chrY,20952595,20952937,Yq,342,pseudogene
CNOT7P1,chrX,69157016,69157867,Xq,851,pseudogene
RNF141,chr11,10533225,10562777,11p,29552,protein-coding
VN1R93P,chr19,23785369,23785908,19p,539,pseudogene
RNU6-107P,chr2,233647375,233647476,2q,101,pseudogene
OVOL1-AS1,chr11,65556522,65558339,11q,1817,ncRNA
PGGT1BP2,chr10,81651904,81652931,10q,1027,pseudogene
MIR676,chrX,69242707,69242773,Xq,66,NA
IGKV1OR2-108,chr2,114163973,114164486,2q,513,other
NFE2,chr12,54685895,54694905,12q,9010,protein-coding
CHRFAM7A,chr15,30653443,30686052,15q,32609,protein-coding
RN7SL32P,chr2,234113845,234114121,2q,276,pseudogene
MIR548G,chr4,148265781,148265869,4q,88,NA
SCARNA5,chr2,234184373,234184648,2q,275,snoRNA
MBL1P,chr10,81664654,81710092,10q,45438,pseudogene
SCARNA6,chr2,234197322,234197586,2q,264,snoRNA
UPRT,chrX,74493920,74524435,Xq,30515,protein-coding
ACPL2,chr3,140947568,141013748,3q,66180,NA
CYP26A1,chr10,94833232,94837647,10q,4415,protein-coding
XKRYP2,chrY,20973224,20973715,Yq,491,pseudogene
METTL8,chr2,172173919,172291312,2q,117393,protein-coding
GTF2F2P1,chr4,148427243,148427917,4q,674,pseudogene
NIFKP6,chr19,51900009,51906780,19q,6771,pseudogene
MTND4P31,chrX,69344822,69348921,Xq,4099,pseudogene
RNU6-973P,chr7,65324647,65324753,7q,106,pseudogene
PSG2,chr19,43568363,43587197,19q,18834,protein-coding
TFAMP2,chr11,109777730,109778467,11q,737,pseudogene
USP9YP10,chrY,20987993,20991373,Yq,3380,pseudogene
QPRT,chr16,29674600,29710020,16p,35420,protein-coding
RNA5SP165,chr4,148666454,148666568,4q,114,pseudogene
UGT1A12P,chr2,234494085,234494937,2q,852,pseudogene
MIR1302-3,chr2,114340536,114340673,2q,137,NA
RNA5SP99,chr2,81723338,81723451,2p,113,pseudogene
MIR4799,chr4,148703746,148703819,4q,73,NA
RNU6-1104P,chr7,100913219,100913322,7q,103,pseudogene
GSKIP,chr14,96829814,96853625,14q,23811,protein-coding
RN7SL254P,chr4,148730077,148730358,4q,281,pseudogene
AZGP1P2,chr7,100930763,100933052,7q,2289,pseudogene
RN7SL201P,chr2,82194203,82194496,2p,293,pseudogene
UGT1A11P,chr2,234512199,234513047,2q,848,pseudogene
UBXN2A,chr2,24150155,24227779,2p,77624,protein-coding
RNU6-313P,chr7,65809291,65809401,7q,110,pseudogene
GLYATL1,chr11,58672871,58811000,11q,138129,protein-coding
TSSK5P1,chr8,145196117,145198567,8q,2450,NA
RNA5SP166,chr4,149479099,149479200,4q,101,pseudogene
ZNRF2P3,chr10,81741595,81741968,10q,373,pseudogene
LINC00174,chr7,65841031,65866325,7q,25294,ncRNA
CD163L1,chr12,7499281,7632493,12p,133212,protein-coding
RNU6-685P,chr2,82495736,82495830,2p,94,pseudogene
PTK6,chr20,62159778,62168723,20q,8945,protein-coding
WASH2P,chr2,114341664,114356655,2q,14991,pseudogene
UGT1A13P,chr2,234556572,234557672,2q,1100,pseudogene
LINC01007,chr7,101206059,101212286,7q,6227,ncRNA
SIGLEC26P,chr19,51971614,51971890,19q,276,pseudogene
ATP5LP4,chr4,149624678,149624984,4q,306,NA
CNN2P8,chr2,95403082,95403994,2q,912,pseudogene
LINC00999,chr10,38717074,38736820,10p,19746,ncRNA
ETNPPL,chr4,109663196,109684210,4q,21014,protein-coding
STARD3,chr17,37793318,37819737,17q,26419,protein-coding
SIGLEC27P,chr19,52011827,52012567,19q,740,pseudogene
TSPO2,chr6,41010293,41012076,6p,1783,protein-coding
SCOCP1,chr14,60625694,60626042,14q,348,pseudogene
RNU1-84P,chr11,66160920,66161083,11q,163,pseudogene
RAF1,chr3,12625100,12705725,3p,80625,protein-coding
RPL17P11,chr2,234630168,234630711,2q,543,pseudogene
RNU7-197P,chr4,149912724,149912785,4q,61,pseudogene
SHFM1P1,chr5,81188309,81188540,5q,231,NA
C1orf54,chr1,150240600,150253327,1q,12727,NA
ZNF16,chr8,146155744,146176274,8q,20530,protein-coding
MTND4P25,chr2,83042108,83042640,2p,532,pseudogene
C16orf54,chr16,29753784,29757327,16p,3543,NA
MTND5P27,chr2,83042933,83044652,2p,1719,pseudogene
SMIM6,chr17,73642323,73644057,17q,1734,protein-coding
CYP4F32P,chr2,95425004,95426024,2q,1020,pseudogene
ATG10-IT1,chr5,81287814,81288300,5q,486,ncRNA
GHSR,chr3,172162923,172166246,3q,3323,protein-coding
DNAJB3,chr2,234651396,234652661,2q,1265,unknown
SLC1A5,chr19,47278140,47291851,19q,13711,protein-coding
PPIAP11,chr5,81305421,81305913,5q,492,pseudogene
CCDC117,chr22,29168662,29185283,22q,16621,protein-coding
MTND6P7,chr2,83044662,83045185,2p,523,pseudogene
TRGJ1,chr7,38309092,38309141,7p,49,other
EIF2B3,chr1,45316450,45452282,1p,135832,protein-coding
ATG10-AS1,chr5,81368874,81369521,5q,647,ncRNA
TRGJP,chr7,38313188,38313248,7p,60,other
ABT1,chr6,26597180,26600278,6p,3098,protein-coding
FOXP3,chrX,49106897,49121288,Xp,14391,protein-coding
TRGJP1,chr7,38315860,38315919,7p,59,other
C5orf63,chr5,126378250,126409184,5q,30934,NA
CHRNA10,chr11,3686817,3692614,11p,5797,protein-coding
CCL4L1,chr17,34538310,34540280,17q,1970,protein-coding
RNU6-840P,chr17,33420928,33420992,17q,64,pseudogene
TRGV11,chr7,38331217,38331679,7p,462,other
RN7SL378P,chr5,81374246,81374541,5q,295,pseudogene
SIGLEC28P,chr19,52063375,52063843,19q,468,pseudogene
KDM4A,chr1,44115829,44171186,1p,55357,protein-coding
CHCHD2P7,chr4,88707072,88707523,4q,451,pseudogene
HOXA10-AS,chr7,27208238,27211534,7p,3296,ncRNA
UGT1A2P,chr2,234655860,234656725,2q,865,other
BNIP3,chr10,133781578,133795435,10q,13857,protein-coding
ZG16,chr16,29789561,29793096,16p,3535,protein-coding
TRGV10,chr7,38339412,38339923,7p,511,other
BRMS1,chr11,66104804,66112596,11q,7792,protein-coding
NUDT22,chr11,63993413,63998158,11q,4745,protein-coding
HSP90AB3P,chr4,88812995,88815167,4q,2172,pseudogene
SIGLEC29P,chr19,52067050,52068163,19q,1113,pseudogene
EEF1A1P20,chr5,99332251,99333636,5q,1385,pseudogene
DSTYK,chr1,205111632,205180727,1q,69095,protein-coding
STARD6,chr18,51850728,51884334,18q,33606,protein-coding
TRGV9,chr7,38356618,38358462,7p,1844,other
RNU1-36P,chr4,88921389,88921553,4q,164,pseudogene
SHMT1,chr17,18231187,18266856,17p,35669,protein-coding
VENTXP4,chr3,26388172,26389129,3p,957,pseudogene
LSP1,chr11,1874200,1913497,11p,39297,protein-coding
MIR196B,chr7,27209099,27209183,7p,84,NA
RNU6-818P,chr4,89122855,89122962,4q,107,pseudogene
RNU6ATAC31P,chr4,89127579,89127704,4q,125,pseudogene
TRGV8,chr7,38369944,38370536,7p,592,other
HOXA11-AS,chr7,27224137,27228912,7p,4775,ncRNA
RNU6-1298P,chr4,89147881,89147981,4q,100,pseudogene
ALOX15B,chr17,7942335,7952452,17p,10117,protein-coding
RNU6-112P,chr4,89196357,89196460,4q,103,pseudogene
TRGV5,chr7,38388956,38389623,7p,667,other
FAM126B,chr2,201838441,201936394,2q,97953,NA
EFCAB14,chr1,47124366,47184824,1p,60458,protein-coding
RNA5SP167,chr4,150828712,150828827,4q,115,pseudogene
PFDN6,chr6,33257079,33266178,6p,9099,protein-coding
TRGV4,chr7,38393316,38394118,7p,802,other
RNU6-1230P,chr4,150855528,150855635,4q,107,pseudogene
RPL5P16,chr5,82073616,82074405,5q,789,pseudogene
B3GNT2,chr2,62423248,62451866,2p,28618,protein-coding
RSU1P1,chr10,43221305,43232607,10q,11302,pseudogene
RNU7-194P,chr4,151130858,151130920,4q,62,pseudogene
RPL37P10,chr2,83822080,83822367,2p,287,pseudogene
TRGV3,chr7,38398113,38398763,7p,650,other
PPP2R5B,chr11,64685025,64701945,11q,16920,protein-coding
TNFSF10,chr3,172223298,172241297,3q,17999,protein-coding
RN7SKP244,chr4,89504817,89505123,4q,306,pseudogene
SFXN5,chr2,73169165,73302747,2p,133582,protein-coding
TP53RK,chr20,45313004,45318418,20q,5414,protein-coding
RPL12P38,chr17,58511039,58513357,17q,2318,pseudogene
RNU6-33P,chr4,89605999,89606105,4q,106,pseudogene
TRGV2,chr7,38402465,38403119,7p,654,other
FAM13A-AS1,chr4,89630940,89651254,4q,20314,ncRNA
RNA5SP432,chr16,84073523,84073638,16q,115,pseudogene
TRGV1,chr7,38407187,38407770,7p,583,other
DUXAP3,chr10,43242992,43244135,10q,1143,pseudogene
MINOS1P3,chr3,27256307,27256509,3p,202,NA
JAKMIP3,chr10,133918175,133998313,10q,80138,protein-coding
ZBTB8OSP1,chr4,151642133,151642630,4q,497,pseudogene
SNX18P14,chr2,95452433,95453006,2q,573,pseudogene
CTRL,chr16,67961543,67966317,16q,4774,protein-coding
ABCC6P2,chr16,14914649,14918563,16p,3914,pseudogene
MIR939,chr8,145619364,145619445,8q,81,NA
RNU6-885P,chr10,43327895,43327998,10q,103,pseudogene
FAM111B,chr11,58874658,58894883,11q,20225,protein-coding
MTND5P10,chr5,99382681,99384489,5q,1808,pseudogene
RNA5SP168,chr4,151891823,151891934,4q,111,pseudogene
MIR1234,chr8,145625476,145625559,8q,83,NA
CYFIP2,chr5,156693089,156822606,5q,129517,protein-coding
AK4P6,chr4,151948242,151948769,4q,527,pseudogene
CBWD2,chr2,114195268,114253766,2q,58498,NA
MIR3179-1,chr16,14995356,14996031,16p,675,NA
AK1,chr9,130628759,130640022,9q,11263,protein-coding
SNORD73A,chr4,152024979,152025043,4q,64,snoRNA
MIR5100,chr10,43493011,43493129,10q,118,NA
C18orf54,chr18,51884287,51911588,18q,27301,NA
RNU6-907P,chr4,90052003,90052104,4q,101,pseudogene
MIR3670-1,chr16,15001574,15001638,16p,64,NA
LIFR,chr5,38475065,38608456,5p,133391,protein-coding
MIR3180-1,chr16,15003744,15005202,16p,1458,NA
EZR,chr6,159186773,159240444,6q,53671,protein-coding
SUMF1,chr3,3742498,4508965,3p,766467,protein-coding
EDAR,chr2,109510927,109605828,2q,94901,protein-coding
RNA5SP272,chr8,89408666,89408776,8q,110,pseudogene
RPL36AP40,chr11,25610021,25610389,11p,368,pseudogene
RNU6-1282P,chr4,152221670,152221765,4q,95,pseudogene
PCCB,chr3,135969148,136056738,3q,87590,protein-coding
ZNF92P3,chr19,24118022,24118975,19p,953,NA
USPL1,chr13,31191830,31233686,13q,41856,protein-coding
RN7SKP35,chr4,152497918,152498068,4q,150,pseudogene
RNA5-8SP4,chr19,24187160,24187309,19p,149,pseudogene
ANKRD20A8P,chr2,95476791,95523027,2q,46236,pseudogene
PSG5,chr19,43670408,43690688,19q,20280,protein-coding
CHST15,chr10,125767184,125853206,10q,86022,protein-coding
HK1,chr10,71029740,71161638,10q,131898,protein-coding
KRT8P4,chr8,90424850,90427300,8q,2450,pseudogene
FRMPD2,chr10,49364601,49482941,10q,118340,protein-coding
HAVCR1P1,chr19,24345172,24346227,19p,1055,pseudogene
SLC2A10,chr20,45338126,45364965,20q,26839,protein-coding
KIF22,chr16,29802040,29816706,16p,14666,protein-coding
PLEKHA2,chr8,38758753,38831428,8p,72675,protein-coding
RN7SKP248,chr4,91291274,91291578,4q,304,pseudogene
AMPH,chr7,38423305,38671167,7p,247862,protein-coding
TMSB4XP8,chr4,91759652,91760263,4q,611,pseudogene
LINC00662,chr19,28175488,28284848,19q,109360,ncRNA
XBP1,chr22,29190543,29196585,22q,6042,protein-coding
OSBPL1A,chr18,21742008,21977844,18q,235836,protein-coding
RNA5SP169,chr4,152892649,152892765,4q,116,pseudogene
RNU6-96P,chr7,65860178,65860273,7q,95,NA
GLRB,chr4,157997209,158093242,4q,96033,protein-coding
TMEM80,chr11,695428,705028,11p,9600,protein-coding
KRT19P6,chr4,92806197,92806405,4q,208,pseudogene
RPL9P33,chr19,52124389,52124954,19q,565,pseudogene
MIR4285,chr7,101936369,101936453,7q,84,NA
FAM111A,chr11,58910221,58922512,11q,12291,protein-coding
RPL7P51,chr19,52152115,52152863,19q,748,pseudogene
TEX38,chr1,47134527,47139266,1p,4739,protein-coding
JADE1,chr4,129730779,129796379,4q,65600,protein-coding
VEPH1,chr3,156977531,157251408,3q,273877,protein-coding
DYNAP,chr18,52254988,52266724,18q,11736,protein-coding
GNAT1,chr3,50229045,50233949,3p,4904,protein-coding
SPACA6P-AS,chr19,52188616,52196709,19q,8093,NA
RNU4-39P,chr11,66382435,66382561,11q,126,pseudogene
RGL2,chr6,33259431,33267101,6p,7670,protein-coding
MIR99B,chr19,52195865,52195934,19q,69,NA
NDUFB2,chr7,140390577,140422590,7q,32013,protein-coding
THEM6,chr8,143808621,143818345,8q,9724,protein-coding
MEGF10,chr5,126626523,126801429,5q,174906,protein-coding
MIRLET7E,chr19,52196039,52196117,19q,78,NA
APOBEC2,chr6,41021043,41032250,6p,11207,protein-coding
RN7SL12P,chr11,66480192,66480480,11q,288,pseudogene
BDNF-AS,chr11,27528385,27719721,11p,191336,ncRNA
MIR125A,chr19,52196507,52196592,19q,85,NA
ATXN7,chr3,63850233,63989138,3p,138905,protein-coding
RN7SL446P,chr4,153185301,153185597,4q,296,pseudogene
SPDYE6,chr7,101986192,101996889,7q,10697,protein-coding
FTLP6,chr11,66538717,66539138,11q,421,pseudogene
RNU7-23P,chr11,66687233,66687294,11q,61,pseudogene
MIR3163,chr11,66701905,66701977,11q,72,NA
DNAJC4,chr11,63997750,64001758,11q,4008,protein-coding
RAB27B,chr18,52385091,52562747,18q,177656,protein-coding
SPACA6P,chr19,52196593,52215640,19q,19047,NA
MIR3140,chr4,153410479,153410568,4q,89,NA
ZDHHC21,chr9,14611069,14693469,9p,82400,protein-coding
RN7SKP239,chr11,67129885,67130179,11q,294,pseudogene
MIR4453,chr4,153457416,153460415,4q,2999,NA
COX6B1P6,chr8,90835776,90836030,8q,254,pseudogene
RNU6-1238P,chr11,67162681,67162782,11q,101,pseudogene
LYVE1,chr11,10578513,10633236,11p,54723,protein-coding
ARHGAP21,chr10,24872538,25012597,10p,140059,protein-coding
PSMB10,chr16,67968405,67970990,16q,2585,protein-coding
RNU6-925P,chr8,90912949,90913052,8q,103,pseudogene
SRMS,chr20,62172163,62178857,20q,6694,protein-coding
RNU6-623P,chr17,58739694,58739798,17q,104,pseudogene
GPR126,chr6,142622991,142767403,6q,144412,NA
LINC00534,chr8,91233716,91581546,8q,347830,ncRNA
RN7SL606P,chr17,58773674,58773964,17q,290,pseudogene
RNU6-726P,chr3,130811665,130811771,3q,106,pseudogene
RNU2-64P,chr3,73160143,73160333,3p,190,pseudogene
CCDC75P1,chr3,73231652,73232442,3p,790,NA
RN7SL59P,chr11,67309206,67309475,11q,269,NA
RNU6-1270P,chr3,73290940,73291047,3p,107,pseudogene
GPR113,chr2,26531041,26569685,2p,38644,NA
B3GNT1,chr11,66112843,66115163,11q,2320,NA
NOS3,chr7,150688083,150711676,7q,23593,protein-coding
SLC23A2,chr20,4833002,4990939,20p,157937,protein-coding
KRT18P61,chr17,58887526,58888823,17q,1297,pseudogene
RNU7-119P,chr3,73643091,73643153,3p,62,pseudogene
C1DP3,chr10,81784493,81784918,10q,425,pseudogene
NFYA,chr6,41040684,41067715,6p,27031,protein-coding
RNA5SP273,chr8,91523356,91523468,8q,112,pseudogene
PDZRN3-AS1,chr3,73670864,73675149,3p,4285,ncRNA
RNA5SP339,chr11,27543152,27543273,11p,121,pseudogene
DOC2GP,chr11,67380124,67383728,11q,3604,pseudogene
HMGN1P28,chr17,58928743,58929106,17q,363,pseudogene
LINC01030,chr8,91605032,91618293,8q,13261,ncRNA
ALOX5AP,chr13,31309645,31338556,13q,28911,protein-coding
RN7SL448P,chr17,58977252,58977544,17q,292,pseudogene
MIR548O,chr7,102046189,102046302,7q,113,NA
EYA2,chr20,45523263,45817492,20q,294229,protein-coding
HMGB3P22,chr5,179106033,179121782,5q,15749,pseudogene
LINC00678,chr11,27639173,27656174,11p,17001,ncRNA
ZCCHC24,chr10,81142081,81205383,10q,63302,protein-coding
FAM174A,chr5,99871009,99922445,5q,51436,protein-coding
MIR1972-1,chr16,15104178,15104254,16p,76,NA
MIR1229,chr5,179225278,179225346,5q,68,NA
CBX3P1,chr11,27827990,27828543,11p,553,pseudogene
RN7SKP150,chr5,179272832,179273152,5q,320,pseudogene
PPP1R3F,chrX,49126306,49157929,Xp,31623,protein-coding
MSL3P1,chr2,234774083,234777090,2q,3007,pseudogene
RNU6-617P,chr2,132360363,132360469,2q,106,pseudogene
SOX4,chr6,21593972,21598847,6p,4875,protein-coding
RFX7,chr15,56379478,56535483,15q,156005,protein-coding
LINC01087,chr2,132394598,132407188,2q,12590,ncRNA
FOXO6,chr1,41827594,41849262,1p,21668,protein-coding
RPS15AP18,chr5,179360805,179361196,5q,391,pseudogene
AKR1B1P2,chr3,74185110,74186043,3p,933,pseudogene
GRAMD4P8,chr2,132404277,132405945,2q,1668,pseudogene
CER1,chr9,14719722,14722715,9p,2993,protein-coding
MTND1P19,chr4,93623496,93623810,4q,314,pseudogene
TMCC2,chr1,205197304,205242471,1q,45167,protein-coding
GPM6B,chrX,13789150,13956757,Xp,167607,protein-coding
NPIPP1,chr16,15198178,15225458,16p,27280,pseudogene
NCEH1,chr3,172348039,172429008,3q,80969,protein-coding
NUP43,chr6,150045451,150070801,6q,25350,protein-coding
NIPA2P2,chr3,75133306,75134388,3p,1082,pseudogene
RN7SL294P,chr3,75231907,75232199,3p,292,pseudogene
MIR340,chr5,179442303,179442397,5q,94,NA
DTX4,chr11,58938903,58976060,11q,37157,protein-coding
GPHA2,chr11,64701943,64703360,11q,1417,protein-coding
MEDAG,chr13,31480328,31499709,13q,19381,protein-coding
ATF2,chr2,175936978,176033110,2q,96132,protein-coding
HNRNPA3P6,chr3,75263782,75264787,3p,1005,pseudogene
RNA5SP164,chr4,94741322,94741431,4q,109,pseudogene
MYLKP1,chr3,75377700,75388222,3p,10522,pseudogene
AK7,chr14,96858448,96955764,14q,97316,protein-coding
PSMA3P,chr14,60646100,60646734,14q,634,NA
HSPE1P9,chr2,235363801,235364427,2q,626,pseudogene
EDN2,chr1,41944446,41950344,1p,5898,protein-coding
CYP4B1,chr1,47223510,47285085,1p,61575,protein-coding
HMGB3P15,chr4,95117091,95117664,4q,573,pseudogene
OR7E66P,chr3,75396984,75397938,3p,954,pseudogene
SLC29A2,chr11,66129992,66139685,11q,9693,protein-coding
CDH9,chr5,26880709,27121257,5p,240548,protein-coding
OR7E22P,chr3,75405667,75406654,3p,987,pseudogene
RN7SL395P,chr8,146010683,146010971,8q,288,pseudogene
HNRNPA1P60,chr11,110658749,110659735,11q,986,pseudogene
OR7E55P,chr3,75419599,75420493,3p,894,pseudogene
C1orf51,chr1,150254953,150259505,1q,4552,NA
RN7SL701P,chr2,132632204,132632480,2q,276,NA
RPL30P6,chr4,96566103,96566444,4q,341,pseudogene
RNU6-1059P,chr4,96789818,96789915,4q,97,pseudogene
AGAP1-IT1,chr2,236414395,236416210,2q,1815,ncRNA
TEX26,chr13,31506840,31549639,13q,42799,protein-coding
RNU6-34P,chr4,97073448,97073554,4q,106,pseudogene
RNU6-525P,chr5,179871509,179871612,5q,103,pseudogene
ZNRF3,chr22,29279580,29453475,22q,173895,protein-coding
C1DP2,chr10,81791600,81792149,10q,549,pseudogene
GPR125,chr4,22346694,22517677,4p,170983,NA
C11orf85,chr11,64704989,64739557,11q,34568,NA
SP6,chr17,45922279,45933240,17q,10961,protein-coding
TMSB10P1,chr2,236791006,236791137,2q,131,pseudogene
STYXL1,chr7,75625656,75677322,7q,51666,protein-coding
IGBP1-AS2,chrX,69368432,69369504,Xq,1072,ncRNA
RNU7-127P,chr2,236945894,236945955,2q,61,pseudogene
C1DP4,chr10,81800377,81800800,10q,423,pseudogene
ARAP3,chr5,141032968,141061788,5q,28820,protein-coding
RN7SL204P,chr2,236980939,236981196,2q,257,pseudogene
IGBP1-AS1,chrX,69383692,69385056,Xq,1364,ncRNA
ZNF385B,chr2,180306709,180726232,2q,419523,protein-coding
RN7SL581P,chrX,69441858,69442164,Xq,306,pseudogene
TMEM254-AS1,chr10,81806616,81838668,10q,32052,ncRNA
RNA5SP507,chrX,69472892,69473012,Xq,120,pseudogene
LCAT,chr16,67973653,67978034,16q,4381,protein-coding
RNA5SP350,chr11,110910822,110910932,11q,110,pseudogene
DNAJC13,chr3,132136370,132257876,3q,121506,protein-coding
RNU1-31P,chr2,237119016,237119191,2q,175,pseudogene
RNY4P23,chrX,69616129,69616225,Xq,96,pseudogene
TMEM87A,chr15,42502730,42565861,15q,63131,protein-coding
MIR610,chr11,28078362,28078457,11p,95,NA
RNU4-81P,chrX,69670729,69670872,Xq,143,pseudogene
RPS17P15,chr11,110976271,110976619,11q,348,pseudogene
FAM171B,chr2,187558698,187630685,2q,71987,protein-coding
RN7SKP158,chr11,28282741,28283066,11p,325,pseudogene
DLG3-AS1,chrX,69672808,69675844,Xq,3036,ncRNA
C6orf99,chr6,159290971,159331385,6q,40414,NA
LSP1P2,chr3,75444339,75444471,3p,132,pseudogene
OR2AE1,chr7,99473610,99474680,7q,1070,protein-coding
MIR4491,chr11,111218482,111218549,11q,67,NA
RPL22P18,chr10,81885697,81886073,10q,376,pseudogene
TEX9,chr15,56536207,56738195,15q,201988,protein-coding
NUAK2,chr1,205271187,205290883,1q,19696,protein-coding
OR2AI1P,chr5,180119832,180120763,5q,931,pseudogene
RNU2-60P,chr11,111253817,111253944,11q,127,pseudogene
PLAGL1,chr6,144261437,144385735,6q,124298,protein-coding
SLC25A1P5,chr19,28296331,28297113,19q,782,pseudogene
LINC00857,chr10,81967466,81979413,10q,11947,ncRNA
SP2,chr17,45973516,46006323,17q,32807,protein-coding
RPS12P2,chr10,81975607,81975875,10q,268,pseudogene
RNU1-17P,chr5,180156586,180156737,5q,151,pseudogene
MIR34B,chr11,111383663,111383746,11q,83,NA
MIR34C,chr11,111384164,111384240,11q,76,NA
CNBD1,chr8,87878670,88627447,8q,748777,protein-coding
OR2BH1P,chr11,29008182,29009045,11p,863,pseudogene
ZNF33B,chr10,43084555,43133992,10q,49437,protein-coding
RPS23P8,chrX,70182814,70183143,Xq,329,pseudogene
RPL3P5,chr2,237316489,237317720,2q,1231,pseudogene
RNU6-1132P,chr2,132909816,132909922,2q,106,pseudogene
MIR5090,chr7,102106189,102106273,7q,84,NA
RN7SKP65,chr12,58371748,58372060,12q,312,pseudogene
MSR1,chr8,15965387,16424999,8p,459612,protein-coding
RN7SKP273,chr11,111553835,111554148,11q,313,pseudogene
MIR4467,chr7,102111916,102111978,7q,62,NA
EIF5AP4,chr10,82006975,82007439,10q,464,pseudogene
LINC00847,chr5,180257957,180262726,5q,4769,ncRNA
ST6GALNAC6,chr9,130647600,130667687,9q,20087,protein-coding
LRRN1,chr3,3841121,3889387,3p,48266,protein-coding
RNU1-56P,chrX,70240125,70240288,Xq,163,pseudogene
RPL21P103,chr12,58638161,58638648,12q,487,pseudogene
SOCS5P4,chrX,70263064,70265320,Xq,2256,pseudogene
RNU6-1051P,chr2,237923847,237923948,2q,101,pseudogene
PSMD6,chr3,63996225,64009658,3p,13433,protein-coding
FREM1,chr9,14734664,14910993,9p,176329,protein-coding
ALG9-IT1,chr11,111687938,111699936,11q,11998,ncRNA
TALDO1,chr11,747329,765024,11p,17695,protein-coding
GNG5P3,chr11,111734977,111735183,11q,206,pseudogene
RNA5-8SP5,chr2,133010727,133010878,2q,151,pseudogene
RPL37AP8,chr11,111759923,111760198,11q,275,pseudogene
MIR663B,chr2,133014539,133014653,2q,114,NA
RNA5SP351,chr11,111799124,111799232,11q,108,pseudogene
CDC27P1,chr2,133019901,133020615,2q,714,pseudogene
THAP5,chr7,108194987,108210194,7q,15207,protein-coding
RNU4-54P,chr12,28472268,28472396,12p,128,pseudogene
RNA5SP355,chr12,28658327,28658461,12p,134,pseudogene
PPIHP1,chr11,111900582,111901091,11q,509,pseudogene
